15:09:12: CHANNEL,STATE,VOLTAGE,CURRENT
15:10:24: CHANNEL,STATE,VOLTAGE,CURRENT
15:10:24: 1,1,1.61,968.00
15:10:24: 2,1,1.60,952.00
15:10:24: 3,1,1.61,356.00
15:10:24: 4,1,1.60,356.00
15:10:24: 5,1,1.40,756.00
15:10:24: 6,1,1.37,732.00
15:10:24: 7,1,1.55,924.00
15:10:24: 8,1,1.60,892.00
15:10:24: 9,1,1.61,492.00
15:10:24: 10,1,1.45,472.00
15:10:24: 11,1,1.55,612.00
15:10:24: 12,1,1.55,532.00
15:10:24: 13,1,1.61,356.00
15:10:24: 14,1,1.40,356.00
15:10:24: 15,1,1.40,388.00
15:10:24: 16,1,1.50,384.00
15:10:24: 

15:10:24: CHANNEL,STATE,VOLTAGE,CURRENT
15:10:24: 1,1,1.61,892.00
15:10:24: 2,1,1.61,956.00
15:10:24: 3,1,1.37,324.00
15:10:24: 4,1,1.40,356.00
15:10:24: 5,1,1.45,732.00
15:10:24: 6,1,1.40,732.00
15:10:24: 7,1,1.61,924.00
15:10:24: 8,1,1.40,920.00
15:10:24: 9,1,1.37,492.00
15:10:24: 10,1,1.61,476.00
15:10:24: 11,1,1.55,580.00
15:10:24: 12,1,1.37,576.00
15:10:24: 13,1,1.51,356.00
15:10:24: 14,1,1.61,364.00
15:10:24: 15,1,1.60,388.00
15:10:24: 16,1,1.55,372.00
15:10:24: 

15:10:25: CHANNEL,STATE,VOLTAGE,CURRENT
15:10:25: 1,1,1.51,952.00
15:10:25: 2,1,1.61,968.00
15:10:25: 3,1,1.61,356.00
15:10:25: 4,1,1.61,356.00
15:10:25: 5,1,1.55,700.00
15:10:25: 6,1,1.61,776.00
15:10:25: 7,1,1.60,892.00
15:10:25: 8,1,1.61,952.00
15:10:25: 9,1,1.53,444.00
15:10:25: 10,1,1.50,524.00
15:10:25: 11,1,1.60,532.00
15:10:25: 12,1,1.61,612.00
15:10:25: 13,1,1.55,364.00
15:10:25: 14,1,1.61,388.00
15:10:25: 15,1,1.47,388.00
15:10:25: 16,1,1.61,420.00
15:10:25: 

15:10:25: CHANNEL,STATE,VOLTAGE,CURRENT
15:10:25: 1,1,1.61,924.00
15:10:25: 2,1,1.61,952.00
15:10:25: 3,1,1.50,324.00
15:10:25: 4,1,1.40,352.00
15:10:25: 5,1,1.61,684.00
15:10:25: 6,1,1.61,788.00
15:10:25: 7,1,1.61,864.00
15:10:25: 8,1,1.61,968.00
15:10:25: 9,1,1.61,420.00
15:10:25: 10,1,1.61,532.00
15:10:25: 11,1,1.37,532.00
15:10:25: 12,1,1.61,664.00
15:10:25: 13,1,1.55,356.00
15:10:25: 14,1,1.55,372.00
15:10:25: 15,1,1.51,388.00
15:10:25: 16,1,1.61,388.00
15:10:25: 

15:10:26: CHANNEL,STATE,VOLTAGE,CURRENT
15:10:26: 1,1,1.61,844.00
15:10:26: 2,1,1.37,860.00
15:10:26: 3,1,1.40,356.00
15:10:26: 4,1,1.55,352.00
15:10:26: 5,1,1.61,700.00
15:10:26: 6,1,1.55,784.00
15:10:26: 7,1,1.61,868.00
15:10:26: 8,1,1.60,948.00
15:10:26: 9,1,1.61,452.00
15:10:26: 10,1,1.37,524.00
15:10:26: 11,1,1.40,556.00
15:10:26: 12,1,1.60,612.00
15:10:26: 13,1,1.55,364.00
15:10:26: 14,1,1.55,356.00
15:10:26: 15,1,1.40,408.00
15:10:26: 16,1,1.55,372.00
15:10:26: 

15:10:26: CHANNEL,STATE,VOLTAGE,CURRENT
15:10:26: 1,1,1.51,976.00
15:10:26: 2,1,1.55,892.00
15:10:26: 3,1,1.37,356.00
15:10:26: 4,1,1.55,324.00
15:10:26: 5,1,1.61,732.00
15:10:26: 6,1,1.55,732.00
15:10:26: 7,1,1.61,892.00
15:10:26: 8,1,1.37,920.00
15:10:26: 9,1,1.61,492.00
15:10:26: 10,1,1.37,476.00
15:10:26: 11,1,1.61,608.00
15:10:26: 12,1,1.55,580.00
15:10:26: 13,1,1.55,388.00
15:10:26: 14,1,1.55,356.00
15:10:26: 15,1,1.61,416.00
15:10:26: 16,1,1.37,372.00
15:10:26: 

15:10:27: CHANNEL,STATE,VOLTAGE,CURRENT
15:10:27: 1,1,1.61,924.00
15:10:27: 2,1,1.37,860.00
15:10:27: 3,1,1.37,352.00
15:10:27: 4,1,1.60,356.00
15:10:27: 5,1,1.40,732.00
15:10:27: 6,1,1.61,732.00
15:10:27: 7,1,1.61,924.00
15:10:27: 8,1,1.61,892.00
15:10:27: 9,1,1.50,492.00
15:10:27: 10,1,1.45,476.00
15:10:27: 11,1,1.61,612.00
15:10:27: 12,1,1.40,552.00
15:10:27: 13,1,1.55,372.00
15:10:27: 14,1,1.53,356.00
15:10:27: 15,1,1.40,388.00
15:10:27: 16,1,1.40,388.00
15:10:27: 

15:10:27: CHANNEL,STATE,VOLTAGE,CURRENT
15:10:27: 1,1,1.61,892.00
15:10:27: 2,1,1.40,976.00
15:10:27: 3,1,1.60,324.00
15:10:27: 4,1,1.61,356.00
15:10:27: 5,1,1.37,732.00
15:10:27: 6,1,1.61,732.00
15:10:27: 7,1,1.37,920.00
15:10:27: 8,1,1.61,924.00
15:10:27: 9,1,1.37,492.00
15:10:27: 10,1,1.61,476.00
15:10:27: 11,1,1.55,580.00
15:10:27: 12,1,1.40,580.00
15:10:27: 13,1,1.55,356.00
15:10:27: 14,1,1.61,388.00
15:10:27: 15,1,1.53,388.00
15:10:27: 16,1,1.61,420.00
15:10:27: 

15:10:27: CHANNEL,STATE,VOLTAGE,CURRENT
15:10:27: 1,1,1.50,956.00
15:10:27: 2,1,1.37,880.00
15:10:27: 3,1,1.37,324.00
15:10:27: 4,1,1.61,356.00
15:10:27: 5,1,1.60,700.00
15:10:27: 6,1,1.61,788.00
15:10:27: 7,1,1.55,880.00
15:10:27: 8,1,1.61,956.00
15:10:27: 9,1,1.37,444.00
15:10:27: 10,1,1.37,532.00
15:10:27: 11,1,1.55,548.00
15:10:27: 12,1,1.40,636.00
15:10:27: 13,1,1.60,356.00
15:10:27: 14,1,1.61,388.00
15:10:27: 15,1,1.37,388.00
15:10:27: 16,1,1.40,388.00
15:10:27: 

15:10:28: CHANNEL,STATE,VOLTAGE,CURRENT
15:10:28: 1,1,1.53,956.00
15:10:28: 2,1,1.60,956.00
15:10:28: 3,1,1.40,356.00
15:10:28: 4,1,1.37,324.00
15:10:28: 5,1,1.60,700.00
15:10:28: 6,1,1.51,788.00
15:10:28: 7,1,1.61,860.00
15:10:28: 8,1,1.61,968.00
15:10:28: 9,1,1.61,420.00
15:10:28: 10,1,1.61,532.00
15:10:28: 11,1,1.61,532.00
15:10:28: 12,1,1.53,636.00
15:10:28: 13,1,1.61,356.00
15:10:28: 14,1,1.61,364.00
15:10:28: 15,1,1.50,388.00
15:10:28: 16,1,1.61,388.00
15:10:28: 

15:10:28: CHANNEL,STATE,VOLTAGE,CURRENT
15:10:28: 1,1,1.55,976.00
15:10:28: 2,1,1.53,924.00
15:10:28: 3,1,1.40,356.00
15:10:28: 4,1,1.60,356.00
15:10:28: 5,1,1.40,700.00
15:10:28: 6,1,1.60,784.00
15:10:28: 7,1,1.55,892.00
15:10:28: 8,1,1.61,948.00
15:10:28: 9,1,1.61,464.00
15:10:28: 10,1,1.55,520.00
15:10:28: 11,1,1.61,568.00
15:10:28: 12,1,1.55,580.00
15:10:28: 13,1,1.61,372.00
15:10:28: 14,1,1.60,352.00
15:10:28: 15,1,1.37,388.00
15:10:28: 16,1,1.51,372.00
15:10:28: 

15:10:29: CHANNEL,STATE,VOLTAGE,CURRENT
15:10:29: 1,1,1.61,956.00
15:10:29: 2,1,1.37,860.00
15:10:29: 3,1,1.61,356.00
15:10:29: 4,1,1.37,324.00
15:10:29: 5,1,1.61,732.00
15:10:29: 6,1,1.60,732.00
15:10:29: 7,1,1.61,912.00
15:10:29: 8,1,1.45,924.00
15:10:29: 9,1,1.61,492.00
15:10:29: 10,1,1.37,476.00
15:10:29: 11,1,1.61,612.00
15:10:29: 12,1,1.55,580.00
15:10:29: 13,1,1.61,388.00
15:10:29: 14,1,1.55,324.00
15:10:29: 15,1,1.61,420.00
15:10:29: 16,1,1.55,372.00
15:10:29: 

15:10:29: CHANNEL,STATE,VOLTAGE,CURRENT
15:10:29: 1,1,1.55,968.00
15:10:29: 2,1,1.40,860.00
15:10:29: 3,1,1.61,356.00
15:10:29: 4,1,1.61,356.00
15:10:29: 5,1,1.47,732.00
15:10:29: 6,1,1.40,732.00
15:10:29: 7,1,1.61,924.00
15:10:29: 8,1,1.40,892.00
15:10:29: 9,1,1.61,512.00
15:10:29: 10,1,1.61,464.00
15:10:29: 11,1,1.60,612.00
15:10:29: 12,1,1.55,576.00
15:10:29: 13,1,1.61,364.00
15:10:29: 14,1,1.61,356.00
15:10:29: 15,1,1.61,388.00
15:10:29: 16,1,1.55,388.00
15:10:29: 

15:10:30: CHANNEL,STATE,VOLTAGE,CURRENT
15:10:30: 1,1,1.55,948.00
15:10:30: 2,1,1.61,956.00
15:10:30: 3,1,1.37,324.00
15:10:30: 4,1,1.40,356.00
15:10:30: 5,1,1.60,732.00
15:10:30: 6,1,1.55,756.00
15:10:30: 7,1,1.60,892.00
15:10:30: 8,1,1.61,924.00
15:10:30: 9,1,1.55,476.00
15:10:30: 10,1,1.61,476.00
15:10:30: 11,1,1.55,580.00
15:10:30: 12,1,1.61,608.00
15:10:30: 13,1,1.60,356.00
15:10:30: 14,1,1.40,364.00
15:10:30: 15,1,1.60,388.00
15:10:30: 16,1,1.40,420.00
15:10:30: 

15:10:30: CHANNEL,STATE,VOLTAGE,CURRENT
15:10:30: 1,1,1.60,892.00
15:10:30: 2,1,1.40,864.00
15:10:30: 3,1,1.37,324.00
15:10:30: 4,1,1.61,356.00
15:10:30: 5,1,1.55,700.00
15:10:30: 6,1,1.45,788.00
15:10:30: 7,1,1.60,880.00
15:10:30: 8,1,1.61,956.00
15:10:30: 9,1,1.55,420.00
15:10:30: 10,1,1.61,524.00
15:10:30: 11,1,1.37,532.00
15:10:30: 12,1,1.61,640.00
15:10:30: 13,1,1.60,356.00
15:10:30: 14,1,1.61,384.00
15:10:30: 15,1,1.60,388.00
15:10:30: 16,1,1.61,416.00
15:10:30: 

15:10:31: CHANNEL,STATE,VOLTAGE,CURRENT
15:10:31: 1,1,1.37,976.00
15:10:31: 2,1,1.61,968.00
15:10:31: 3,1,1.61,356.00
15:10:31: 4,1,1.37,324.00
15:10:31: 5,1,1.60,684.00
15:10:31: 6,1,1.53,788.00
15:10:31: 7,1,1.40,860.00
15:10:31: 8,1,1.61,968.00
15:10:31: 9,1,1.40,420.00
15:10:31: 10,1,1.61,548.00
15:10:31: 11,1,1.50,524.00
15:10:31: 12,1,1.61,668.00
15:10:31: 13,1,1.60,356.00
15:10:31: 14,1,1.61,372.00
15:10:31: 15,1,1.37,388.00
15:10:31: 16,1,1.60,388.00
15:10:31: 

15:10:31: CHANNEL,STATE,VOLTAGE,CURRENT
15:10:31: 1,1,1.61,892.00
15:10:31: 2,1,1.37,860.00
15:10:31: 3,1,1.61,356.00
15:10:31: 4,1,1.55,352.00
15:10:31: 5,1,1.40,700.00
15:10:31: 6,1,1.55,776.00
15:10:31: 7,1,1.61,892.00
15:10:31: 8,1,1.55,924.00
15:10:31: 9,1,1.61,476.00
15:10:31: 10,1,1.60,476.00
15:10:31: 11,1,1.40,568.00
15:10:31: 12,1,1.50,612.00
15:10:31: 13,1,1.61,372.00
15:10:31: 14,1,1.55,356.00
15:10:31: 15,1,1.61,388.00
15:10:31: 16,1,1.37,372.00
15:10:31: 

15:10:31: CHANNEL,STATE,VOLTAGE,CURRENT
15:10:31: 1,1,1.61,844.00
15:10:31: 2,1,1.37,860.00
15:10:31: 3,1,1.61,356.00
15:10:31: 4,1,1.61,356.00
15:10:31: 5,1,1.61,732.00
15:10:31: 6,1,1.37,732.00
15:10:31: 7,1,1.61,920.00
15:10:31: 8,1,1.55,892.00
15:10:31: 9,1,1.51,492.00
15:10:31: 10,1,1.61,472.00
15:10:31: 11,1,1.61,612.00
15:10:31: 12,1,1.60,568.00
15:10:31: 13,1,1.61,372.00
15:10:31: 14,1,1.60,356.00
15:10:31: 15,1,1.61,420.00
15:10:31: 16,1,1.47,364.00
15:10:31: 

15:10:32: CHANNEL,STATE,VOLTAGE,CURRENT
15:10:32: 1,1,1.61,952.00
15:10:32: 2,1,1.50,844.00
15:10:32: 3,1,1.47,324.00
15:10:32: 4,1,1.61,356.00
15:10:32: 5,1,1.40,732.00
15:10:32: 6,1,1.61,732.00
15:10:32: 7,1,1.61,924.00
15:10:32: 8,1,1.61,892.00
15:10:32: 9,1,1.50,492.00
15:10:32: 10,1,1.61,472.00
15:10:32: 11,1,1.61,612.00
15:10:32: 12,1,1.40,556.00
15:10:32: 13,1,1.40,372.00
15:10:32: 14,1,1.60,364.00
15:10:32: 15,1,1.61,388.00
15:10:32: 16,1,1.37,372.00
15:10:32: 

15:10:32: CHANNEL,STATE,VOLTAGE,CURRENT
15:10:32: 1,1,1.51,956.00
15:10:32: 2,1,1.55,968.00
15:10:32: 3,1,1.55,356.00
15:10:32: 4,1,1.61,324.00
15:10:32: 5,1,1.55,728.00
15:10:32: 6,1,1.61,756.00
15:10:32: 7,1,1.55,892.00
15:10:32: 8,1,1.61,924.00
15:10:32: 9,1,1.51,464.00
15:10:32: 10,1,1.61,492.00
15:10:32: 11,1,1.61,576.00
15:10:32: 12,1,1.61,608.00
15:10:32: 13,1,1.55,356.00
15:10:32: 14,1,1.40,372.00
15:10:32: 15,1,1.60,388.00
15:10:32: 16,1,1.61,416.00
15:10:32: 

15:10:33: CHANNEL,STATE,VOLTAGE,CURRENT
15:10:33: 1,1,1.37,968.00
15:10:33: 2,1,1.61,968.00
15:10:33: 3,1,1.55,352.00
15:10:33: 4,1,1.61,356.00
15:10:33: 5,1,1.55,700.00
15:10:33: 6,1,1.40,788.00
15:10:33: 7,1,1.55,888.00
15:10:33: 8,1,1.55,956.00
15:10:33: 9,1,1.37,420.00
15:10:33: 10,1,1.61,532.00
15:10:33: 11,1,1.55,524.00
15:10:33: 12,1,1.37,640.00
15:10:33: 13,1,1.37,356.00
15:10:33: 14,1,1.61,372.00
15:10:33: 15,1,1.55,372.00
15:10:33: 16,1,1.50,416.00
15:10:33: 

15:10:33: CHANNEL,STATE,VOLTAGE,CURRENT
15:10:33: 1,1,1.61,920.00
15:10:33: 2,1,1.61,952.00
15:10:33: 3,1,1.51,324.00
15:10:33: 4,1,1.61,356.00
15:10:33: 5,1,1.61,684.00
15:10:33: 6,1,1.40,788.00
15:10:33: 7,1,1.40,868.00
15:10:33: 8,1,1.40,968.00
15:10:33: 9,1,1.45,420.00
15:10:33: 10,1,1.61,532.00
15:10:33: 11,1,1.61,524.00
15:10:33: 12,1,1.55,644.00
15:10:33: 13,1,1.40,356.00
15:10:33: 14,1,1.61,356.00
15:10:33: 15,1,1.53,388.00
15:10:33: 16,1,1.61,388.00
15:10:33: 

15:10:34: CHANNEL,STATE,VOLTAGE,CURRENT
15:10:34: 1,1,1.51,976.00
15:10:34: 2,1,1.55,892.00
15:10:34: 3,1,1.40,356.00
15:10:34: 4,1,1.55,324.00
15:10:34: 5,1,1.55,700.00
15:10:34: 6,1,1.50,764.00
15:10:34: 7,1,1.55,892.00
15:10:34: 8,1,1.60,924.00
15:10:34: 9,1,1.40,476.00
15:10:34: 10,1,1.60,492.00
15:10:34: 11,1,1.40,580.00
15:10:34: 12,1,1.55,580.00
15:10:34: 13,1,1.61,372.00
15:10:34: 14,1,1.55,352.00
15:10:34: 15,1,1.61,416.00
15:10:34: 16,1,1.55,388.00
15:10:34: 

15:10:34: CHANNEL,STATE,VOLTAGE,CURRENT
15:10:34: 1,1,1.55,976.00
15:10:34: 2,1,1.32,924.00
15:10:34: 3,1,1.61,356.00
15:10:34: 4,1,1.37,324.00
15:10:34: 5,1,1.61,732.00
15:10:34: 6,1,1.51,732.00
15:10:34: 7,1,1.61,924.00
15:10:34: 8,1,1.61,892.00
15:10:34: 9,1,1.61,492.00
15:10:34: 10,1,1.37,472.00
15:10:34: 11,1,1.40,608.00
15:10:34: 12,1,1.61,576.00
15:10:34: 13,1,1.45,372.00
15:10:34: 14,1,1.37,356.00
15:10:34: 15,1,1.61,408.00
15:10:34: 16,1,1.61,388.00
15:10:34: 

15:10:35: CHANNEL,STATE,VOLTAGE,CURRENT
15:10:35: 1,1,1.61,892.00
15:10:35: 2,1,1.50,844.00
15:10:35: 3,1,1.60,356.00
15:10:35: 4,1,1.40,324.00
15:10:35: 5,1,1.61,732.00
15:10:35: 6,1,1.61,732.00
15:10:35: 7,1,1.55,924.00
15:10:35: 8,1,1.40,892.00
15:10:35: 9,1,1.61,492.00
15:10:35: 10,1,1.40,476.00
15:10:35: 11,1,1.37,580.00
15:10:35: 12,1,1.61,580.00
15:10:35: 13,1,1.40,356.00
15:10:35: 14,1,1.61,364.00
15:10:35: 15,1,1.55,388.00
15:10:35: 16,1,1.61,388.00
15:10:35: 

15:10:35: CHANNEL,STATE,VOLTAGE,CURRENT
15:10:35: 1,1,1.50,836.00
15:10:35: 2,1,1.55,892.00
15:10:35: 3,1,1.60,352.00
15:10:35: 4,1,1.50,352.00
15:10:35: 5,1,1.60,700.00
15:10:35: 6,1,1.61,760.00
15:10:35: 7,1,1.60,892.00
15:10:35: 8,1,1.40,924.00
15:10:35: 9,1,1.55,448.00
15:10:35: 10,1,1.61,492.00
15:10:35: 11,1,1.59,568.00
15:10:35: 12,1,1.61,612.00
15:10:35: 13,1,1.55,356.00
15:10:35: 14,1,1.61,388.00
15:10:35: 15,1,1.37,372.00
15:10:35: 16,1,1.61,408.00
15:10:35: 

15:10:35: CHANNEL,STATE,VOLTAGE,CURRENT
15:10:35: 1,1,1.60,844.00
15:10:35: 2,1,1.61,924.00
15:10:35: 3,1,1.61,356.00
15:10:35: 4,1,1.55,324.00
15:10:35: 5,1,1.53,684.00
15:10:35: 6,1,1.61,788.00
15:10:35: 7,1,1.50,860.00
15:10:35: 8,1,1.40,956.00
15:10:35: 9,1,1.37,420.00
15:10:35: 10,1,1.61,548.00
15:10:35: 11,1,1.60,524.00
15:10:35: 12,1,1.61,656.00
15:10:35: 13,1,1.37,356.00
15:10:35: 14,1,1.40,356.00
15:10:35: 15,1,1.55,388.00
15:10:35: 16,1,1.40,416.00
15:10:35: 

15:10:36: CHANNEL,STATE,VOLTAGE,CURRENT
15:10:36: 1,1,1.61,968.00
15:10:36: 2,1,1.37,892.00
15:10:36: 3,1,1.40,324.00
15:10:36: 4,1,1.55,356.00
15:10:36: 5,1,1.61,684.00
15:10:36: 6,1,1.40,788.00
15:10:36: 7,1,1.40,844.00
15:10:36: 8,1,1.61,952.00
15:10:36: 9,1,1.40,408.00
15:10:36: 10,1,1.61,548.00
15:10:36: 11,1,1.40,548.00
15:10:36: 12,1,1.61,656.00
15:10:36: 13,1,1.40,372.00
15:10:36: 14,1,1.61,372.00
15:10:36: 15,1,1.61,388.00
15:10:36: 16,1,1.51,388.00
15:10:36: 

15:10:36: CHANNEL,STATE,VOLTAGE,CURRENT
15:10:36: 1,1,1.53,968.00
15:10:36: 2,1,1.61,952.00
15:10:36: 3,1,1.40,356.00
15:10:36: 4,1,1.50,324.00
15:10:36: 5,1,1.55,732.00
15:10:36: 6,1,1.55,764.00
15:10:36: 7,1,1.55,892.00
15:10:36: 8,1,1.55,924.00
15:10:36: 9,1,1.61,476.00
15:10:36: 10,1,1.61,492.00
15:10:36: 11,1,1.61,580.00
15:10:36: 12,1,1.55,580.00
15:10:36: 13,1,1.61,388.00
15:10:36: 14,1,1.55,324.00
15:10:36: 15,1,1.40,388.00
15:10:36: 16,1,1.53,372.00
15:10:36: 

15:10:37: CHANNEL,STATE,VOLTAGE,CURRENT
15:10:37: 1,1,1.61,844.00
15:10:37: 2,1,1.55,952.00
15:10:37: 3,1,1.55,356.00
15:10:37: 4,1,1.61,356.00
15:10:37: 5,1,1.61,732.00
15:10:37: 6,1,1.37,732.00
15:10:37: 7,1,1.50,924.00
15:10:37: 8,1,1.60,892.00
15:10:37: 9,1,1.40,492.00
15:10:37: 10,1,1.37,464.00
15:10:37: 11,1,1.61,612.00
15:10:37: 12,1,1.61,568.00
15:10:37: 13,1,1.40,356.00
15:10:37: 14,1,1.40,344.00
15:10:37: 15,1,1.55,388.00
15:10:37: 16,1,1.61,388.00
15:10:37: 

15:10:37: CHANNEL,STATE,VOLTAGE,CURRENT
15:10:37: 1,1,1.37,980.00
15:10:37: 2,1,1.61,956.00
15:10:37: 3,1,1.47,324.00
15:10:37: 4,1,1.40,356.00
15:10:37: 5,1,1.37,732.00
15:10:37: 6,1,1.40,732.00
15:10:37: 7,1,1.53,924.00
15:10:37: 8,1,1.61,920.00
15:10:37: 9,1,1.55,492.00
15:10:37: 10,1,1.40,476.00
15:10:37: 11,1,1.37,608.00
15:10:37: 12,1,1.61,580.00
15:10:37: 13,1,1.61,364.00
15:10:37: 14,1,1.61,372.00
15:10:37: 15,1,1.61,388.00
15:10:37: 16,1,1.53,388.00
15:10:37: 

15:10:38: CHANNEL,STATE,VOLTAGE,CURRENT
15:10:38: 1,1,1.37,968.00
15:10:38: 2,1,1.40,924.00
15:10:38: 3,1,1.37,324.00
15:10:38: 4,1,1.61,324.00
15:10:38: 5,1,1.55,700.00
15:10:38: 6,1,1.50,756.00
15:10:38: 7,1,1.60,892.00
15:10:38: 8,1,1.61,924.00
15:10:38: 9,1,1.51,448.00
15:10:38: 10,1,1.61,520.00
15:10:38: 11,1,1.60,552.00
15:10:38: 12,1,1.61,612.00
15:10:38: 13,1,1.37,356.00
15:10:38: 14,1,1.40,372.00
15:10:38: 15,1,1.37,356.00
15:10:38: 16,1,1.61,420.00
15:10:38: 

15:10:38: CHANNEL,STATE,VOLTAGE,CURRENT
15:10:38: 1,1,1.61,836.00
15:10:38: 2,1,1.61,968.00
15:10:38: 3,1,1.37,324.00
15:10:38: 4,1,1.40,352.00
15:10:38: 5,1,1.60,684.00
15:10:38: 6,1,1.55,788.00
15:10:38: 7,1,1.53,868.00
15:10:38: 8,1,1.61,968.00
15:10:38: 9,1,1.61,420.00
15:10:38: 10,1,1.40,548.00
15:10:38: 11,1,1.60,532.00
15:10:38: 12,1,1.55,636.00
15:10:38: 13,1,1.55,356.00
15:10:38: 14,1,1.61,372.00
15:10:38: 15,1,1.61,388.00
15:10:38: 16,1,1.61,408.00
15:10:38: 

15:10:39: CHANNEL,STATE,VOLTAGE,CURRENT
15:10:39: 1,1,1.61,968.00
15:10:39: 2,1,1.37,860.00
15:10:39: 3,1,1.61,356.00
15:10:39: 4,1,1.60,356.00
15:10:39: 5,1,1.61,700.00
15:10:39: 6,1,1.61,788.00
15:10:39: 7,1,1.61,880.00
15:10:39: 8,1,1.61,976.00
15:10:39: 9,1,1.61,420.00
15:10:39: 10,1,1.55,532.00
15:10:39: 11,1,1.40,532.00
15:10:39: 12,1,1.60,644.00
15:10:39: 13,1,1.40,356.00
15:10:39: 14,1,1.50,356.00
15:10:39: 15,1,1.50,388.00
15:10:39: 16,1,1.37,388.00
15:10:39: 

15:10:39: CHANNEL,STATE,VOLTAGE,CURRENT
15:10:39: 1,1,1.61,924.00
15:10:39: 2,1,1.55,924.00
15:10:39: 3,1,1.61,356.00
15:10:39: 4,1,1.55,356.00
15:10:39: 5,1,1.45,732.00
15:10:39: 6,1,1.55,776.00
15:10:39: 7,1,1.61,892.00
15:10:39: 8,1,1.37,924.00
15:10:39: 9,1,1.55,476.00
15:10:39: 10,1,1.45,492.00
15:10:39: 11,1,1.55,580.00
15:10:39: 12,1,1.60,580.00
15:10:39: 13,1,1.61,364.00
15:10:39: 14,1,1.47,324.00
15:10:39: 15,1,1.53,420.00
15:10:39: 16,1,1.55,372.00
15:10:39: 

15:10:39: CHANNEL,STATE,VOLTAGE,CURRENT
15:10:39: 1,1,1.50,968.00
15:10:39: 2,1,1.37,996.00
15:10:39: 3,1,1.40,356.00
15:10:39: 4,1,1.55,308.00
15:10:39: 5,1,1.61,732.00
15:10:39: 6,1,1.60,732.00
15:10:39: 7,1,1.40,924.00
15:10:39: 8,1,1.37,892.00
15:10:39: 9,1,1.51,492.00
15:10:39: 10,1,1.60,472.00
15:10:39: 11,1,1.61,612.00
15:10:39: 12,1,1.61,552.00
15:10:39: 13,1,1.55,372.00
15:10:39: 14,1,1.60,356.00
15:10:39: 15,1,1.55,388.00
15:10:39: 16,1,1.51,388.00
15:10:39: 

15:10:40: CHANNEL,STATE,VOLTAGE,CURRENT
15:10:40: 1,1,1.60,948.00
15:10:40: 2,1,1.61,956.00
15:10:40: 3,1,1.37,324.00
15:10:40: 4,1,1.61,356.00
15:10:40: 5,1,1.61,732.00
15:10:40: 6,1,1.61,732.00
15:10:40: 7,1,1.60,920.00
15:10:40: 8,1,1.50,892.00
15:10:40: 9,1,1.37,492.00
15:10:40: 10,1,1.55,476.00
15:10:40: 11,1,1.37,580.00
15:10:40: 12,1,1.53,576.00
15:10:40: 13,1,1.32,356.00
15:10:40: 14,1,1.40,372.00
15:10:40: 15,1,1.61,388.00
15:10:40: 16,1,1.61,420.00
15:10:40: 

15:10:40: CHANNEL,STATE,VOLTAGE,CURRENT
15:10:40: 1,1,1.50,952.00
15:10:40: 2,1,1.61,968.00
15:10:40: 3,1,1.53,324.00
15:10:40: 4,1,1.53,364.00
15:10:40: 5,1,1.60,700.00
15:10:40: 6,1,1.61,776.00
15:10:40: 7,1,1.61,892.00
15:10:40: 8,1,1.61,924.00
15:10:40: 9,1,1.60,452.00
15:10:40: 10,1,1.40,524.00
15:10:40: 11,1,1.50,548.00
15:10:40: 12,1,1.61,612.00
15:10:40: 13,1,1.55,356.00
15:10:40: 14,1,1.61,372.00
15:10:40: 15,1,1.55,388.00
15:10:40: 16,1,1.61,420.00
15:10:40: 

